annotation_id,mature_topic,space,rank,candidate_topic,image_path,github_image_url,topic_f_2019,topic_f_2020,topic_f_2021,topic_f_2022,topic_f_2023,ref_f_2024,score,passed_all_gates
WS0154,tiny-machine-learning,solution,3,automatic code generation for on-device TinyML models,construction_v2/images/WS0154_03_automatic_code_generation_for_on-device_tinyml_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0154_03_automatic_code_generation_for_on-device_tinyml_models.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.006006006006006006,0.0,True
WS0155,tiny-machine-learning,solution,4,TinyML toolchains,construction_v2/images/WS0155_04_tinyml_toolchains.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0155_04_tinyml_toolchains.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.006006006006006006,0.0,True
WS0156,tiny-machine-learning,solution,5,TinyMLOps,construction_v2/images/WS0156_05_tinymlops.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0156_05_tinymlops.png,0.0,0.0,0.0,0.0,0.004246284501061571,0.0075075075075075074,0.0,True
WS0157,tiny-machine-learning,solution,6,edge intelligence,construction_v2/images/WS0157_06_edge_intelligence.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0157_06_edge_intelligence.png,0.0,0.0,0.0,0.002688172043010753,0.0021231422505307855,0.018018018018018018,0.0,True
WS0158,tiny-machine-learning,solution,7,embedded predictive maintenance,construction_v2/images/WS0158_07_embedded_predictive_maintenance.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0158_07_embedded_predictive_maintenance.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.0045045045045045045,0.0,True
WS0159,trustworthy-ai,problem,1,AI overreliance,construction_v2/images/WS0159_01_ai_overreliance.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0159_01_ai_overreliance.png,0.0,0.0,0.0009950248756218905,0.0,0.0012658227848101266,0.00296794618124258,0.011486307549416215,True
WS0160,trustworthy-ai,problem,2,prompt jailbreak vulnerability in large language models,construction_v2/images/WS0160_02_prompt_jailbreak_vulnerability_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0160_02_prompt_jailbreak_vulnerability_in_large_language_models.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.002374356944994064,0.0,True
WS0161,trustworthy-ai,problem,3,Generative AI misuse and deception,construction_v2/images/WS0161_03_generative_ai_misuse_and_deception.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0161_03_generative_ai_misuse_and_deception.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0009893153937475267,0.0,True
WS0162,trustworthy-ai,problem,4,generative AI regulation,construction_v2/images/WS0162_04_generative_ai_regulation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0162_04_generative_ai_regulation.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0009893153937475267,0.0,True
WS0163,trustworthy-ai,problem,5,clinical deployment of trustworthy AI systems,construction_v2/images/WS0163_05_clinical_deployment_of_trustworthy_ai_systems.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0163_05_clinical_deployment_of_trustworthy_ai_systems.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0009893153937475267,0.0,True
WS0164,trustworthy-ai,solution,1,large language model trustworthiness benchmarking,construction_v2/images/WS0164_01_large_language_model_trustworthiness_benchmarking.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0164_01_large_language_model_trustworthiness_benchmarking.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.002374356944994064,0.0,True
WS0165,trustworthy-ai,solution,2,trustworthy AI lifecycle governance,construction_v2/images/WS0165_02_trustworthy_ai_lifecycle_governance.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0165_02_trustworthy_ai_lifecycle_governance.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0009893153937475267,0.0,True
WS0166,trustworthy-ai,solution,3,risk-based governance of large generative AI models,construction_v2/images/WS0166_03_risk-based_governance_of_large_generative_ai_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0166_03_risk-based_governance_of_large_generative_ai_models.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0009893153937475267,0.0,True
WS0167,trustworthy-ai,solution,4,Function-based accounts of AI trustworthiness,construction_v2/images/WS0167_04_function-based_accounts_of_ai_trustworthiness.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0167_04_function-based_accounts_of_ai_trustworthiness.png,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0021764938662445586,0.0,True
WS0168,vertical-federated-learning,problem,1,straggler problem in vertical federated learning,construction_v2/images/WS0168_01_straggler_problem_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0168_01_straggler_problem_in_vertical_federated_learning.png,0.0,0.0,0.0,0.00641025641025641,0.013605442176870748,0.024896265560165973,1.0,True
WS0169,vertical-federated-learning,problem,2,unaligned data in vertical federated learning,construction_v2/images/WS0169_02_unaligned_data_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0169_02_unaligned_data_in_vertical_federated_learning.png,0.0,0.0,0.0,0.00641025641025641,0.006802721088435374,0.012448132780082987,0.07896059238419191,True
WS0170,vertical-federated-learning,problem,3,active-party label leakage in vertical federated learning,construction_v2/images/WS0170_03_active-party_label_leakage_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0170_03_active-party_label_leakage_in_vertical_federated_learning.png,0.0,0.0,0.0,0.0,0.006802721088435374,0.012448132780082987,0.0,True
WS0171,vertical-federated-learning,problem,4,passive party dropout in vertical federated learning,construction_v2/images/WS0171_04_passive_party_dropout_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0171_04_passive_party_dropout_in_vertical_federated_learning.png,0.0,0.0,0.0,0.0,0.006802721088435374,0.012448132780082987,0.0,True
WS0172,vertical-federated-learning,problem,5,shared-sample dependency in vertical federated learning,construction_v2/images/WS0172_05_shared-sample_dependency_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0172_05_shared-sample_dependency_in_vertical_federated_learning.png,0.0,0.0,0.0,0.0,0.006802721088435374,0.012448132780082987,0.0,True
WS0173,vertical-federated-learning,solution,1,privacy-preserving federated learning,construction_v2/images/WS0173_01_privacy-preserving_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0173_01_privacy-preserving_federated_learning.png,0.0,0.05454545454545454,0.043478260869565216,0.09615384615384616,0.10204081632653061,0.15352697095435686,0.83587828032993,True
WS0174,vertical-federated-learning,solution,2,mutual information estimation in vertical federated learning,construction_v2/images/WS0174_02_mutual_information_estimation_in_vertical_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0174_02_mutual_information_estimation_in_vertical_federated_learning.png,0.0,0.0,0.0,0.00641025641025641,0.006802721088435374,0.02074688796680498,0.07896059238419191,True
